"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name"
"ENSG00000094804.12",949.969876720985,3.38331672441081,0.160662101667193,1.5977414006463e-100,1.06775121148949e-97,"CDC6"
"ENSG00000156970.13",525.052196555917,3.38944534893589,0.161052249656592,2.06193019207663e-100,1.35739634301379e-97,"BUB1B"
"ENSG00000166923.12",2730.16551283448,4.99292773997332,0.237243499458494,2.27018474257612e-100,1.47251527118831e-97,"GREM1"
"ENSG00000262772.2",104.342724325995,4.74375297985063,0.22594038185174,4.01332856428519e-100,2.56544757949169e-97,"LINC01977"
"ENSG00000196584.3",297.217645294074,3.20472784061769,0.152435670137349,5.8646932058983e-100,3.69534318903652e-97,"XRCC2"
"ENSG00000112984.12",850.033437953144,3.12193766791319,0.148494099246878,7.57012497534996e-100,4.70275355334874e-97,"KIF20A"
"ENSG00000129173.13",329.763631916999,3.13164855668625,0.149310197078779,2.09623557024642e-99,1.28414808745637e-96,"E2F8"
"ENSG00000186185.14",560.393920193411,3.72765201921813,0.178582491587885,3.28557984800332e-99,1.98516534734086e-96,"KIF18B"
"ENSG00000165304.8",685.714936463743,3.57818421093189,0.171356914408338,3.85374899481622e-99,2.29699063397783e-96,"MELK"
"ENSG00000019186.10",4174.65783914542,6.59368518346292,0.315073889420259,7.03211297298346e-99,4.08112377499186e-96,"CYP24A1"
"ENSG00000174371.17",418.654391402061,3.55730336372861,0.170570986924228,7.02600857035787e-99,4.08112377499186e-96,"EXO1"
"ENSG00000060718.22",3163.78847129413,6.17590981303226,0.295600538194625,1.6488404252666e-98,9.4448577450953e-96,"COL11A1"
"ENSG00000076382.17",1131.92817162975,3.051297708126,0.146172947373015,2.18459164716059e-98,1.23533056129888e-95,"SPAG5"
"ENSG00000162849.16",2082.61757589964,3.11551627434671,0.149414589839993,2.88502199404362e-98,1.61075525432002e-95,"KIF26B"
"ENSG00000135451.13",538.902233403349,3.75858305221783,0.181030258217594,3.1786098185791e-98,1.75248679085086e-95,"TROAP"
"ENSG00000137135.18",258.73456594809,2.71274464915692,0.130200031430521,1.33774902607854e-97,7.28445633249953e-95,"ARHGEF39"
"ENSG00000095370.20",1108.70538104852,-2.28768560798533,0.109661032293901,1.86624442460456e-97,1.00383466873211e-94,"SH2D3C"
"ENSG00000035499.13",331.532204828612,3.58751186126544,0.173540886870417,2.93017569192321e-97,1.55712360534527e-94,"DEPDC1B"
"ENSG00000228401.5",30.6456006072561,-3.60433589072974,0.17438313426625,3.01736964837383e-97,1.58437051286696e-94,"AL590226.1"
"ENSG00000091651.9",338.951026729842,3.02506813574555,0.145879747183178,4.20405347822084e-97,2.18150807957513e-94,"ORC6"
"ENSG00000166851.15",895.071990837018,3.15742114545928,0.152580009369126,6.75926949895232e-97,3.46664069523593e-94,"PLK1"
"ENSG00000024526.17",425.933285337636,3.7403492022732,0.181704677054438,1.29736830579977e-96,6.57735906481728e-94,"DEPDC1"
"ENSG00000088325.16",2464.53853704938,3.59539890811797,0.1745820940234,1.44661606843762e-96,7.25066987847481e-94,"TPX2"
"ENSG00000187583.11",323.716772920446,3.09736828584675,0.14988930730642,1.50002002819299e-96,7.43386330151778e-94,"PLEKHN1"
"ENSG00000164093.17",328.284921869078,8.03342338204384,0.390052501121311,2.01082285782964e-96,9.8545959766991e-94,"PITX2"
"ENSG00000186994.11",270.260444893312,-2.84080379796907,0.137406033650789,2.66540425390548e-96,1.29190093875834e-93,"KANK3"
"ENSG00000230316.7",330.121128256892,6.08267000100791,0.294811743240503,3.70900469022483e-96,1.7781855420842e-93,"FEZF1-AS1"
"ENSG00000166265.13",769.930218941989,-2.26960605739145,0.109785783932137,9.67049848071892e-96,4.58641587622655e-93,"CYYR1"
"ENSG00000089685.15",1773.32213247458,3.63387227081899,0.177376179822344,1.21024966750586e-95,5.6787746898597e-93,"BIRC5"
"ENSG00000134256.12",243.43332332697,-2.73497781236704,0.133121059732708,5.1782406923291e-95,2.40417539175326e-92,"CD101"
"ENSG00000203995.10",142.167402860372,5.37618549967786,0.263020252818543,1.22442715233551e-94,5.62560504250647e-92,"ZYG11A"
"ENSG00000107742.13",6229.72874149104,-3.18728859016322,0.156523104007913,5.51671170949671e-94,2.50851137495641e-91,"SPOCK2"
"ENSG00000103241.7",590.042948848257,-2.72928284075611,0.133654731677718,6.79241290669504e-94,3.05707098036325e-91,"FOXF1"
"ENSG00000173227.14",1328.62163226169,5.63029526988536,0.276588412656008,8.90360503570979e-94,3.96678088191971e-91,"SYT12"
"ENSG00000064989.13",2447.28991862407,-2.71635513632622,0.133137961827624,1.01213813635729e-93,4.46423767803109e-91,"CALCRL"
"ENSG00000162367.11",187.215292868143,-2.77045936244745,0.136240568119376,3.47629005420237e-93,1.5181061922842e-90,"TAL1"
"ENSG00000142748.13",1481.20101969337,-4.48577542875401,0.2230370127676,2.02373314952918e-92,8.7510586300278e-90,"FCN3"
"ENSG00000059573.9",4904.4118774384,1.60910718985316,0.0792822463265999,2.6371678956786e-92,1.1292967415019e-89,"ALDH18A1"
"ENSG00000251003.9",168.8847098695,5.33833455584433,0.265526084775551,1.05747857156854e-91,4.4848276304013e-89,"ZFPM2-AS1"
"ENSG00000118322.14",731.077147638389,5.44489479430533,0.270829763583599,1.21659899405409e-91,5.11052684102323e-89,"ATP10B"
"ENSG00000138180.16",1012.02178498693,3.21320585289749,0.159952634206812,1.32856791249751e-91,5.52822121854035e-89,"CEP55"
"ENSG00000101003.10",675.015401004315,3.00431442651692,0.149383367460619,1.62630548794713e-91,6.66849827216305e-89,"GINS1"
"ENSG00000111344.11",485.496277467338,3.97838861866372,0.198983928747499,1.63284243633348e-91,6.66849827216305e-89,"RASAL1"
"ENSG00000154783.12",1220.23589585057,-2.23987713240529,0.110951523850103,2.0806763165268e-91,8.41948534798603e-89,"FGD5"
"ENSG00000106462.11",914.29701514089,2.52366326768156,0.125279832596031,3.04890060295181e-91,1.22252598994905e-88,"EZH2"
"ENSG00000134690.11",846.054624567524,3.00667798175676,0.149913170669285,4.91578951792701e-91,1.95333989429916e-88,"CDCA8"
"ENSG00000061656.10",689.575645456887,2.86718953130878,0.142814784531042,4.99707057031803e-91,1.96790885397337e-88,"SPAG4"
"ENSG00000123473.16",577.822998645642,2.54204400540549,0.126371382731597,5.21247171638783e-91,2.03457070791786e-88,"STIL"
"ENSG00000189129.14",283.542297465979,-2.69788513517028,0.13426054518667,5.52309810098743e-91,2.13690603456362e-88,"PLAC9"
"ENSG00000171115.4",1086.50670343481,-2.43896495033857,0.121348173199035,9.02992831598922e-91,3.46333085420293e-88,"GIMAP8"
"ENSG00000166143.10",600.215143230267,5.91855809693853,0.295644718429193,9.52814395015209e-91,3.62291245870136e-88,"PPP1R14D"
"ENSG00000160957.14",889.616383437941,2.99107780790833,0.149520955827995,1.45779220600988e-90,5.49562742140835e-88,"RECQL4"
"ENSG00000205213.14",3182.29022862673,2.70247880085193,0.134901608524791,1.87789597466657e-90,7.01935235208632e-88,"LGR4"
"ENSG00000171132.14",1039.84681594598,-1.85868002980565,0.0926990753411139,4.39282594400059e-90,1.62818801606751e-87,"PRKCE"
"ENSG00000137834.15",855.158855154131,-2.54607034239151,0.127274228183153,4.82000984253417e-90,1.77163478437212e-87,"SMAD6"
"ENSG00000263155.6",128.609271620337,-3.2688247079452,0.16433173867863,5.7537456870412e-90,2.09735918196964e-87,"MYZAP"
"ENSG00000172927.8",909.693070652662,6.19688779639888,0.311791167083901,1.74185663066285e-89,6.29738282038085e-87,"MYEOV"
"ENSG00000183317.17",520.81744692524,3.58685667496121,0.181570442413163,3.51594547132387e-89,1.26079517807872e-86,"EPHA10"
"ENSG00000227036.8",1129.39578630394,3.13904555621816,0.15839455761915,3.77860638521462e-89,1.34405638574727e-86,"LINC00511"
"ENSG00000171877.21",333.381720816798,3.52371471543628,0.178607076115612,6.87426173317809e-89,2.42562449812229e-86,"FRMD5"
"ENSG00000065328.17",405.313595166872,3.49541023471523,0.177195052699772,7.7972759922739e-89,2.72947977929544e-86,"MCM10"
"ENSG00000118785.14",24431.2379527185,4.75275251300783,0.241081505567218,9.12873987538298e-89,3.17040417073636e-86,"SPP1"
"ENSG00000165480.16",309.935295765184,3.16707302589705,0.160399068933509,1.46710996696333e-88,5.05545463381653e-86,"SKA3"
"ENSG00000168497.5",3131.19925261162,-3.28350220692846,0.166467421783672,1.51516745110227e-88,5.1805806795169e-86,"CAVIN2"
"ENSG00000111665.12",468.293036471713,3.23639124456787,0.164069204361417,1.71841892954511e-88,5.83033105580354e-86,"CDCA3"
"ENSG00000142273.13",868.432206003181,3.16822090418699,0.160551614880616,1.83931483950553e-88,6.19287478061608e-86,"CBLC"
"ENSG00000177788.6",730.37761476293,2.15878214054798,0.108870005270675,3.07942934227154e-88,1.0289726515119e-85,"AL162595.1"
"ENSG00000176920.13",1013.40676702441,3.14220431952712,0.159456723432078,3.45421023689007e-88,1.14552519487602e-85,"FUT2"
"ENSG00000170373.8",735.440424023654,6.71679077149896,0.340809540140093,3.9361351807087e-88,1.2956053314591e-85,"CST1"
"ENSG00000087128.10",591.635676233285,6.60384756333573,0.335737872206128,8.98185411601092e-88,2.93453807033255e-85,"TMPRSS11E"
"ENSG00000108576.10",1086.23493728273,-6.07178648105001,0.308783152089765,1.15055630923976e-87,3.7314402302675e-85,"SLC6A4"
"ENSG00000171848.16",2381.83678540047,3.16660392036171,0.161290554208552,1.34166512813254e-87,4.31947619025853e-85,"RRM2"
"ENSG00000130052.13",693.586021492221,-2.20315469046405,0.111573286905149,1.50666142457374e-87,4.81553010533868e-85,"STARD8"
"ENSG00000165474.8",1644.80444575273,4.5120846015156,0.230873835449536,1.71042922703571e-87,5.42747495804778e-85,"GJB2"
"ENSG00000101280.8",53.6056337087636,-4.18805804028195,0.214505744258898,1.76168290696092e-87,5.55018199838037e-85,"ANGPT4"
"ENSG00000243479.3",71.0765898824741,5.18333273449732,0.264406796305695,1.78499354970072e-87,5.58373833309573e-85,"MNX1-AS1"
"ENSG00000134057.15",1804.92861266646,2.94651374660267,0.149986969407126,2.10877725137765e-87,6.55012945257142e-85,"CCNB1"
"ENSG00000198873.12",1442.62186026837,-2.47881316304749,0.12584837530487,2.53779189112416e-87,7.82757950642051e-85,"GRK5"
"ENSG00000173898.14",2973.65365168369,2.48273791487684,0.126105815661224,3.01236805482588e-87,9.22684151348647e-85,"SPTBN2"
"ENSG00000075218.19",471.290772555777,3.06056629487506,0.156496437566139,8.39717080748942e-87,2.55430353659266e-84,"GTSE1"
"ENSG00000115163.15",280.747402374946,3.5796376369683,0.183905366715956,1.07398578661713e-86,3.24454048563848e-84,"CENPA"
"ENSG00000022267.19",3064.93084779043,-3.38831081066648,0.174184739161855,2.30340922248729e-86,6.91132452899638e-84,"FHL1"
"ENSG00000029993.15",12653.1357709491,3.45333313799569,0.177689926651834,2.69557973737923e-86,8.03337401868822e-84,"HMGB3"
"ENSG00000197256.11",4624.07063815575,-1.64310255690362,0.0838672473725406,3.5646401036905e-86,1.05520524196964e-83,"KANK2"
"ENSG00000120279.6",503.696628449521,-2.24854298179685,0.114883991953941,4.37153894486813e-86,1.28543645494199e-83,"MYCT1"
"ENSG00000249751.4",45.1149868737121,-2.23811477971152,0.114410204189794,5.40644348735927e-86,1.57921856223149e-83,"ECSCR"
"ENSG00000258947.7",59.6001475690312,4.46109677825486,0.230410558327769,5.50660112899863e-86,1.59789247366278e-83,"TUBB3"
"ENSG00000169607.13",415.308180052645,3.12857130615064,0.16085910276337,5.5489281813843e-86,1.59965081893018e-83,"CKAP2L"
"ENSG00000088340.17",858.362816540477,4.12015347198765,0.213174854078007,7.96641572260933e-86,2.28165388491643e-83,"FER1L4"
"ENSG00000137507.11",2020.99295047135,-2.36270070853353,0.120983311302391,8.52235868466672e-86,2.42513338390061e-83,"LRRC32"
"ENSG00000101331.17",106.878898635871,-2.51459826973976,0.128889039251735,9.30101334791512e-86,2.62974228036213e-83,"CCM2L"
"ENSG00000243364.8",746.029903745826,2.18060172975732,0.111746959826392,1.50360548448426e-85,4.22417370090109e-83,"EFNA4"
"ENSG00000198844.12",626.882500753601,-2.4446989811137,0.125466307638534,1.74289779364484e-85,4.86544259394259e-83,"ARHGEF15"
"ENSG00000133121.21",830.881328671664,-1.99864215153266,0.102421770958013,1.76900472622068e-85,4.90726361379971e-83,"STARD13"
"ENSG00000157456.8",882.061899565337,3.01046426337326,0.155115838733621,1.80248473454995e-85,4.96888713667466e-83,"CCNB2"
"ENSG00000150048.10",185.273560774491,-2.27578075686801,0.11681460062732,2.46221365800934e-85,6.74539489526821e-83,"CLEC1A"
"ENSG00000094963.14",2488.50574968903,-3.23537628472052,0.167174782259229,2.54707772610366e-85,6.93481217686753e-83,"FMO2"
"ENSG00000085552.17",1218.74197352441,3.19854111852923,0.16555738503091,5.47612950941894e-85,1.48181376853952e-82,"IGSF9"
"ENSG00000238018.2",114.304704255053,-3.23088763903916,0.16734712135051,6.39427729525573e-85,1.71970968696247e-82,"AC093110.1"
"ENSG00000140297.13",2291.57905224594,5.09161241622527,0.264004196573399,7.42386882667457e-85,1.98451262023112e-82,"GCNT3"
"ENSG00000164466.13",2121.35335644598,1.50479746524264,0.0774670941117487,7.68371966227725e-85,2.04160134424134e-82,"SFXN1"
"ENSG00000101311.16",1356.1390477607,3.18706540475726,0.165119585374421,8.09242235144869e-85,2.137320195541e-82,"FERMT1"
"ENSG00000248243.1",40.3138327956504,3.90849183230556,0.203537989770692,9.69072696668552e-85,2.54421960904523e-82,"LINC02014"
"ENSG00000166123.14",3153.80814043454,3.36956819729947,0.174938541421873,9.92234851036484e-85,2.5896155369625e-82,"GPT2"
"ENSG00000176435.7",1501.28099299756,-2.28866672588454,0.11805950037114,1.57622739521788e-84,4.08956833652206e-82,"CLEC14A"
"ENSG00000129810.15",141.363778795621,3.18019550512339,0.165052922589857,1.59107799327756e-84,4.10395772219259e-82,"SGO1"
"ENSG00000109674.4",215.472511315137,4.2274340340757,0.220988672056822,3.77037259112072e-84,9.66859441142799e-82,"NEIL3"
"ENSG00000178999.13",610.827041477091,3.39606109620048,0.177019432679036,4.02530635266076e-84,1.02626697859427e-81,"AURKB"
"ENSG00000144120.13",501.703552533442,1.56543719667674,0.0811269186809696,1.02653745589406e-83,2.60215445788042e-81,"TMEM177"
"ENSG00000130307.12",137.617274898872,-2.29760024401675,0.119181980710043,1.25181597084793e-83,3.15507697292512e-81,"USHBP1"
"ENSG00000101210.13",2786.5300179192,6.25277050458505,0.32598040193135,1.35571433745416e-83,3.39752797057334e-81,"EEF1A2"
"ENSG00000008300.17",764.676721471343,3.36336560145064,0.175878634046857,1.44583226247214e-83,3.60289963846658e-81,"CELSR3"
"ENSG00000051341.14",287.527101209535,3.27875037151054,0.171431918482691,1.7918880282569e-83,4.44015759900713e-81,"POLQ"
"ENSG00000106089.12",664.646316315646,3.06470079414909,0.15996357570506,1.87727268357846e-83,4.62574671813381e-81,"STX1A"
"ENSG00000093009.11",458.996326058248,3.16088733081348,0.165279606373571,2.66672332223143e-83,6.53450919853676e-81,"CDC45"
"ENSG00000135069.14",1228.46843768284,3.44858287749652,0.180789946240204,2.82856605527755e-83,6.8762011653124e-81,"PSAT1"
"ENSG00000163815.6",441.869312963975,-3.7370084329995,0.196281017174686,2.83734693379023e-83,6.8762011653124e-81,"CLEC3B"
"ENSG00000112742.10",459.656263776229,3.25344692373042,0.170327033355781,3.1035112574611e-83,7.48014049359764e-81,"TTK"
"ENSG00000114790.13",1125.31766516979,-2.6545303479906,0.138401051971065,4.04725767112784e-83,9.70176054893673e-81,"ARHGEF26"
"ENSG00000128050.9",5740.1336452551,1.8412676594621,0.0958353028776706,6.35109205579174e-83,1.51420333678274e-80,"PAICS"
"ENSG00000138160.7",1155.77880461745,2.66095899799325,0.138927192294083,6.61137790620491e-83,1.56778518983322e-80,"KIF11"
"ENSG00000096063.16",2005.2764366502,1.59417369635947,0.0830757861000244,8.37062819895618e-83,1.97434918701262e-80,"SRPK1"
"ENSG00000215595.2",19.5524653062725,-2.548079157681,0.133070140315093,9.519512458154e-83,2.23338902123297e-80,"C20orf202"
"ENSG00000111206.13",1274.53444810824,3.30108786266338,0.173525221739914,1.17552630980082e-82,2.74333010298332e-80,"FOXM1"
"ENSG00000157554.19",993.785711353777,-2.13195697418902,0.111201432591389,1.19857394259155e-82,2.78239478346766e-80,"ERG"
"ENSG00000085999.13",192.283588724071,3.09128319658165,0.162382107667255,1.77262067598172e-82,4.09345445840449e-80,"RAD54L"
"ENSG00000224215.1",14.8175150537905,-5.21840992958194,0.274594413939006,2.04815688541707e-82,4.70510707005682e-80,"AL606469.1"
"ENSG00000148773.14",3346.88252830407,3.06910985928748,0.161280915365764,2.19450849628263e-82,5.01519099717813e-80,"MKI67"
"ENSG00000080986.13",523.184228602682,3.09179920972612,0.162931531044281,5.66284190782692e-82,1.28747921664187e-79,"NDC80"
"ENSG00000143590.14",182.713546115962,2.99207939914651,0.157609980207117,6.65079569035073e-82,1.5043417718682e-79,"EFNA3"
"ENSG00000173269.14",1378.28947999197,-2.13005485072108,0.111845537568029,1.37914741788138e-81,3.10357424288235e-79,"MMRN2"
"ENSG00000144655.15",3187.20593873836,-2.37816370880113,0.125091229381785,1.83069553492621e-81,4.09880649538022e-79,"CSRNP1"
"ENSG00000128059.8",870.30889823882,1.91713712553769,0.100741757170584,2.09171777223852e-81,4.65956544344064e-79,"PPAT"
"ENSG00000144481.17",334.254400866047,6.53345700761513,0.345981193786724,3.62579338592716e-81,8.03632506899946e-79,"TRPM8"
"ENSG00000101057.16",2249.34029541971,3.75312748314952,0.199873684633669,3.93847704072677e-81,8.68572034176678e-79,"MYBL2"
"ENSG00000137825.11",621.698965553354,5.10579850140749,0.271072807462511,4.15133931307205e-81,9.10960811351588e-79,"ITPKA"
"ENSG00000170323.9",942.981794589124,-4.85624011778624,0.258318108113472,5.17437669835123e-81,1.12983283680286e-78,"FABP4"
"ENSG00000185686.18",1069.40271478931,7.35876534204284,0.39098537313557,6.59539230249659e-81,1.43301954820797e-78,"PRAME"
"ENSG00000169252.6",437.3998259514,-3.05695965596584,0.16216006350539,6.71430321279229e-81,1.45170476375799e-78,"ADRB2"
"ENSG00000136114.17",270.022892541194,-2.22133303467207,0.117270479859448,8.74310189403642e-81,1.88113168409885e-78,"THSD1"
"ENSG00000104967.8",262.627721563062,-2.40355139991467,0.127163720550991,1.42059836036658e-80,3.04166659614994e-78,"NOVA2"
"ENSG00000122952.17",1360.24032198401,2.57373713848582,0.136317486335286,1.48610328360547e-80,3.16654867294621e-78,"ZWINT"
"ENSG00000120913.23",968.820100437476,-1.97672998249167,0.104573124560634,2.30451588160815e-80,4.88679240336973e-78,"PDLIM2"
"ENSG00000171004.18",1959.36011329998,3.6438027319568,0.195189664808861,3.81786455252054e-80,8.05715558937911e-78,"HS6ST2"
"ENSG00000204305.14",13974.8567125758,-4.97552145032463,0.266369249167362,6.22050309596214e-80,1.30651300025525e-77,"AGER"
"ENSG00000091844.8",537.900980378916,3.7288310189649,0.200230046015023,7.49920439797334e-80,1.567618049201e-77,"RGS17"
